LOC_00010708-mRNA-1			Unknown protein		
LOC_00010578-mRNA-1	tr|A0A1Q3EUA1|A0A1Q3EUA1_CULTA	***	40S ribosomal protein S27		GO:0003735, GO:0005840, GO:0006412, GO:0046872, GO:1990904
LOC_00010713-mRNA-1	tr|A0A182GWE7|A0A182GWE7_AEDAL	***	RNA-directed DNA polymerase		GO:0003676, GO:0015074, GO:0042575, GO:0071897
LOC_00010560-mRNA-1	tr|A0A8D8AII8|A0A8D8AII8_CULPI	***	Transcription initiation factor TFIID subunit 11		GO:0005634, GO:0005669, GO:0006367, GO:0043229, GO:0046982, GO:0051123
LOC_00010499-mRNA-1	tr|A0A8D8A6B4|A0A8D8A6B4_CULPI	***	(northern house mosquito) hypothetical protein		GO:0016020
LOC_00010499-mRNA-2	tr|A0A8D8A6B4|A0A8D8A6B4_CULPI	***	(northern house mosquito) hypothetical protein		GO:0016020
LOC_00010634-mRNA-1	tr|A0A182WCI1|A0A182WCI1_9DIPT	***	Cuticular protein RR family		GO:0042302
LOC_00010734-mRNA-10	sp|M9NE38|JV_DROME	*--	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010734-mRNA-14	sp|M9NE38|JV_DROME	*--	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010734-mRNA-13	sp|M9NE38|JV_DROME	*--	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010734-mRNA-12	sp|M9NE38|JV_DROME	**-	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010734-mRNA-11	sp|M9NE38|JV_DROME	*--	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010734-mRNA-16	sp|M9NE38|JV_DROME	*--	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010734-mRNA-15	sp|M9NE38|JV_DROME	**-	Protein javelin		GO:0005737, GO:0005856, GO:0008407, GO:0030046, GO:0032432
LOC_00010429-mRNA-1	tr|B0WC67|B0WC67_CULQU	***	Double-strand break repair protein		GO:0004518, GO:0004519, GO:0004520, GO:0004527, GO:0005634, GO:0006281, GO:0006302, GO:0006974, GO:0008296, GO:0016787, GO:0030145, GO:0030870, GO:0051321
LOC_00010611-mRNA-1			Unknown protein		
LOC_00010476-mRNA-1	tr|Q16XG4|Q16XG4_AEDAE	***	AAEL008877-PA		
LOC_00010699-mRNA-1	tr|A0A8D8GUP5|A0A8D8GUP5_CULPI	***	Mitochondrial import inner membrane translocase subunit		GO:0005739, GO:0005743, GO:0015031, GO:0016020
LOC_00010532-mRNA-3	sp|P17665|COX7C_MOUSE	***	Cytochrome c oxidase subunit 7C, mitochondrial		GO:0005515, GO:0005739, GO:0005743, GO:0005751, GO:0006119, GO:0006123, GO:0016020, GO:0031966, GO:0045277
LOC_00010532-mRNA-2	sp|P17665|COX7C_MOUSE	***	Cytochrome c oxidase subunit 7C, mitochondrial		GO:0005515, GO:0005739, GO:0005743, GO:0005751, GO:0006119, GO:0006123, GO:0016020, GO:0031966, GO:0045277
LOC_00010532-mRNA-1	sp|P17665|COX7C_MOUSE	***	Cytochrome c oxidase subunit 7C, mitochondrial		GO:0005515, GO:0005739, GO:0005743, GO:0005751, GO:0006119, GO:0006123, GO:0016020, GO:0031966, GO:0045277
LOC_00010457-mRNA-1	tr|B0X0M4|B0X0M4_CULQU	***	3-oxoacyl-[acyl-carrier-protein] reductase		GO:0016491
LOC_00010462-mRNA-2	tr|B0XFT6|B0XFT6_CULQU	***	C2H2-type domain-containing protein		
LOC_00010462-mRNA-1	tr|B0XFT6|B0XFT6_CULQU	***	C2H2-type domain-containing protein		
LOC_00010676-mRNA-1	tr|B0XA34|B0XA34_CULQU	***	Pupal cuticle protein		GO:0042302
LOC_00010583-mRNA-1	tr|A0A8D8NYV3|A0A8D8NYV3_CULPI	***	(northern house mosquito) hypothetical protein		GO:0003677
LOC_00010555-mRNA-3	sp|Q9Z1J8|S14L3_RAT	***	SEC14-like protein 3		GO:0005737, GO:0008289, GO:0016607
LOC_00010555-mRNA-2	sp|Q10138|YAS2_SCHPO	*-*	CRAL-TRIO domain-containing protein C3H8.02		GO:0005737, GO:0120010, GO:0120014
LOC_00010555-mRNA-1	sp|Q10138|YAS2_SCHPO	*-*	CRAL-TRIO domain-containing protein C3H8.02		GO:0005737, GO:0120010, GO:0120014
LOC_00010681-mRNA-1	tr|B0X502|B0X502_CULQU	***	Transmembrane protein 135 N-terminal domain-containing protein		GO:0016020
LOC_00010434-mRNA-1			Unknown protein		
LOC_00010527-mRNA-1	tr|B0WNY6|B0WNY6_CULQU	*-*	Acyltransferase 3 domain-containing protein		GO:0016020, GO:0016747
LOC_00010559-mRNA-1	sp|Q08431|MFGM_HUMAN	---	Lactadherin		GO:0001525, GO:0001786, GO:0002080, GO:0005178, GO:0005201, GO:0005576, GO:0005615, GO:0005788, GO:0007155, GO:0007338, GO:0009897, GO:0016020, GO:0031410, GO:0043277, GO:0062023, GO:0070062, GO:1903561
LOC_00010615-mRNA-1	tr|A0A8D8CVD7|A0A8D8CVD7_CULPI	***	von Willebrand factor D and EGF domain-containing protein		
LOC_00010504-mRNA-1	tr|B0WD35|B0WD35_CULQU	***	ATP-binding cassette sub-family A member 3		GO:0000166, GO:0005524, GO:0016020, GO:0016887, GO:0055085, GO:0140359
LOC_00010448-mRNA-1	tr|A0A903UYV4|A0A903UYV4_AEDAE	***	F-box domain-containing protein		GO:0019005, GO:0031146
LOC_00010448-mRNA-2	tr|A0A903UYV4|A0A903UYV4_AEDAE	***	F-box domain-containing protein		GO:0019005, GO:0031146
